Name	Set	ImageFile	Type	Subtype/Race	Cost	T.Cost	ATK	DEF	Attribute	Rarity	Cardtext
Spiral Shift	1	EN1-142	Spell	Chant - Standby	[u][1]	2			Water	C	[Break] Rest target resonator. Draw a card from your main deck. <br />[Trigger] When a summon spell is played. Cancel that summon spell, put that card into its owner's main deck instead of its owner's graveyard and shuffle the main deck. Opponent player draws two cards from his or her main deck.
Forced Repatriation Machine	1	EN1-143	Spell	Chant - Standby	[u][u]	2			Water	C	[Break] Return target resonator to its owner's hand. <br />[Trigger] When a resonator summoned: Return target summoned resonator to its owner's hand.
Exchange Condition of Chronos	1	EN1-144	Spell	Chant - Standby	[u][u]	2			Water	R	[Trigger] When a resonator summoned: Each player chooses a resonator in his or her field. Then exchange control of those resonator.
Guardian of Outland	1	EN1-145,EN1-145-j	Ruler				0//0	0//3000	Wind	R	[J-Activate] Pay {G}{G}{G} <br />[Activate] {Rest}: Target resonator gains [+200/+0] and [Pierce] until end of turn.//[Continuous] At the end of turn, return each resonator this card blocked to its owner's hand. <br />[Continuous] When this card becomes targeted by an opponent's spell, return this card to ruler side at the end of turn. <br />[Continuous] This card can block resonators with [Flying]. <br />[Enter] Target player draws two cards from his or her main deck.
Sprout of Treasure Tree	1	EN1-146	Resonator	Divine Tree	[g]	1	0	100	Wind	SR	[Continuous] This card cannot attack. <br />[Enter] Discard a wind attribute card from your hand: Produce {G}{G}{G}. <br />[Activate] Banish this card: Destroy target card in a chant-standby area.
Tree of Heaven's Blessing	1	EN1-147	Resonator	Treeman	[g][1]	2	0	600	Wind	C	[Break] Put this card into your field. <br />[Continuous] This card cannot attack. <br />[Enter] Target player draws a card from his or her main deck.
Tree of Eternity	1	EN1-148	Resonator	Treeman	[g][2]	3	0	600	Wind	U	[Break] Choose a [Spell:Chant-Standby] in your graveyard and put it into your hand. <br />[Continuous] This card cannot attack. <br />[Enter] Choose a [Spell:Chant-Standby] in your graveyard and put it into your hand.
Cyclone Tree	1	EN1-149	Resonator	Treeman	[g][2]	3	0	700	Wind	R	[Break] Put this card into your hand. <br />[Continuous] This card cannot attack. <br />[Enter] Return target resonator or addition to its owner's hand.
Windcalling Flower	1	EN1-150	Resonator	Divine Tree	[g][2]	3	0	200	Wind	U	[Break] Put this card into your field. <br />[Continuous] This card cannot attack. <br />[Continuous] Whenever a spell is played, cancel target spell and banish this card. You must play this ability if able.
Babel Tree	1	EN1-151	Resonator	Treeman	[g][2]	3	0	1200	Wind	C	[Break] Put this card into your field. Destroy it at the end of turn. <br />[Continuous] This card cannot attack. <br />[Continuous] This card can block resonators with [Flying].
Solid Giant Tree	1	EN1-152	Resonator	Treeman	[g][2]	3	0	1200	Wind	U	[Break] Draw two cards from your main deck. <br />[Continuous] This card cannot attack. <br />[Continuous] When this card is put into a graveyard from your field, draw a card from your main deck.
Gottfried, Elemental Knight	1	EN1-153	Resonator	Elf	[g][g][1]	3	400	400	Wind	SR	[Break] Choose an addition in your graveyard and put it into your hand. <br />[Target Attack] <br />[Continuous] While this card is targeted by an addition, this card gains [+300/+300]. <br />[Continuous] For each [Addition:Resonator] on this card, it gains [+300/+300]. (This effect is cumulative)
Gnome, Elemental of Earth	1	EN1-154	Resonator	Spirit	[g]	1	200	200	Wind	U	[Break] Put this card into your field. <br />[Activate] Pay {G}{1}, banish this card: Search for a magic stone from your magic stone deck and put it into your magic stone area rested. Then shuffle your magic stone deck.
Faun, the Player of Stub	1	EN1-155	Resonator	Spirit	[g][2]	3	400	400	Wind	U	[Break] Put this card into your hand. <br />[Enter] Target resonator gains [+600/+600] until end of turn.
Tempting Alraune	1	EN1-156	Resonator	Spirit	[g][g][g][2]	5	0	800	Wind	R	[Break] Put this card into your field. Destroy it at the end of turn. <br />[Continuous] This card cannot attack. <br />[Continuous] This card doesn't rest when it blocks. <br />[Continuous] At the end of battle phase, destroy the resonator that this card blocked.
Updraft	1	EN1-157	Addition: Field		[g][2]	3			Wind	C	[Continuous] Each of opponent's resonators gain [Flying]. <br />[Continuous] Each resonator with [Flying] cannot block resonators without [Flying].
Parasite Seed	1	EN1-158	Addition: Resonator		[g][1]	2			Wind	C	[Continuous] Resonator with this cannot attack unless the controller of that resonator pays {4}. <br />[Activate] Pay {2}: The controller of the resonator with this can add this card on another target resonator. This ability can be activated only once per turn.
Stampeding Summon	1	EN1-159	Spell	Chant	[g][g][2]	4			Wind	R	[Break] Each player draws a card from his or her main deck. <br />Reveal cards from the top of your main deck until you reveal a resonator, then summon the resonator to the field. Then put the rest of the revealed cards into your graveyard.
Force Drain	1	EN1-160	Spell	Chant - Instant	[g][1]	2			Wind	C	[Break] Draw a card from your main deck. <br />Cancel target normal spell played by an opponent.
Wind Cutter	1	EN1-161	Spell	Chant - Instant	[g][g]	2			Wind	C	[Break] Draw a card from your main deck. <br />Cancel target summon spell played by an opponent.
Thousands Rain	1	EN1-162	Spell	Chant - Instant	[g][2]	3			Wind	C	[Break] Draw a card from your main deck. <br />Destroy target resonator with [Flying].
Throwback	1	EN1-163	Spell	Chant - Instant	[g][g][1]	3			Wind	U	[Break] Return target resonator to its owner's hand. <br />Return target resonator or addition to its owner's hand.
Grasp of Magic Power	1	EN1-164	Spell	Chant - Instant	[g][g][2]	5			Wind	R	Cancel target spell played by your opponent. Then you may play it without paying its cost. If the card is a resonator, put it into your field when it resolves.
Sprout the Seeds	1	EN1-165	Spell	Chant - Standby	[g][1]	2			Wind	C	[Break] Put this card into your chant-standby area face up. <br />[Trigger] At the beginning of battle phase: Each ATK of [Race:Treeman] cards in your field becomes the same as its DEF until end of turn.
Sneak Attack	1	EN1-166	Spell	Chant - Standby	[g][1]	2			Wind	C	[Break] Put this card into your chant-standby area face up. <br />[Trigger] At the beginning of opponent's battle phase: You may choose a resonator in your hand, paying its cost and put it into your field.
Black Wizard	1	EN1-167,EN1-167-j	Ruler				0//200	0//800	Darkness	R	[J-Activate] Pay {B}{B}{B} <br />[Activate] Pay {B}, discard a resonator card from your hand: Draw a card from your main deck.//[Enter] Destroy target resonator. <br />[Activate] Pay {B}{B}{3},{Rest}: Destroy target resonator. <br />[Activate] Pay {B}: This card deals 100 damage to each resonator and other J-Rulers.
Phantom Wall	1	EN1-168	Resonator	Nightmare	[b][1]	2	0	200	Darkness	C	[Break] Put this card into your field. <br />[Continuous] Whenever this card is dealt battle damage, this card deals damage to your opponent equal to that damage.
Knight of Regret	1	EN1-169	Resonator	Nightmare	[b][b][1]	3	400	400	Darkness	U	"[Continuous] When this card is put into a graveyard, this card becomes [Addition:Resonator]. Add this card on target resonator. Then this card gains this ability: ""[Continuous] Resonator with this cannot recover in a recovery phase."""
Spitting Imp	1	EN1-170	Resonator	Nightmare	[b][b][1]	3	400	400	Darkness	U	"[Continuous] When this card is put into a graveyard, this card becomes [Addition:Resonator]. Add this card on target resonator. Then this card gains this ability: ""[Continuous] Whenever resonator with this becomes rested, this card deals 400 damage to that resonator's controller."""
Rotting Bloodsucker	1	EN1-171	Resonator	Nightmare	[b][b][1]	3	400	400	Darkness	U	"[Continuous] This ability can be activated only once per turn. When this card is put into a graveyard, this card becomes [Addition:Resonator]. Add this card on target resonator. Then this card gains this ability: ""[Continuous] Resonator with this gains [-400/-400]."""
Enforcer of Conviction	1	EN1-172	Resonator	Black Ones	[b][b]	2	400	400	Darkness	R	[Break] Each player banishes a resonator in his or her field. <br />[Activate] Pay {B}{B}: At the end of battle phase, destroy the resonator that blocked this card.
Skeleton Soldier	1	EN1-173	Resonator	Skeleton	[b]	1	200	200	Darkness	C	[Break] Put all [Race:Skeleton] resonator in your graveyard into your field.
Wraith, the Pained Soul	1	EN1-174	Resonator	Ghoul	[b][2]	3	600	600	Darkness	C	[Continuous] At the end of a battle phase this card battled, put the top two cards from your main deck into your graveyard.
Wondering Soul	1	EN1-175	Resonator	Ghoul	[b][2]	3	600	200	Darkness	C	[Flying]
Jack-o-Lantern	1	EN1-176	Resonator	Spirit	[b][b][1]	3	400	400	Darkness	C	[Continuous] This card cannot be blocked. <br />[Continuous] When this card is targeted by a spell or ability, banish this card. Then this card deals 500 damage to you and your opponent.
Amon, the Demon Prince of Conspiracy	1	EN1-177	Resonator	Demon	[b][3]	4	*	*	Darkness	SR	As you play this card, you pay any amount of life in multiples of 100. <br />[Continuous] ATK and DEF of this card becomes [life you paid as you played this card].
Grendel	1	EN1-178	Resonator	Demon	[b][4]	5	1200	1200	Darkness	R	[Enter] Banish a card in your lifebreak area: If you don't, destroy this card. You must trigger this ability when this enters into your field. <br />[Activate] Pay {B}{B}{B}: Put this card from your graveyard into your field.
Faust, the Promising Warrior	1	EN1-179	Resonator	Demon	[b][b][4]	6	1200	1000	Darkness	SR	[Pierce] <br />When you are dealt 1000 or more battle damage by a single resonator, you may put this card into your field from your hand without paying its cost. <br />[Continuous] At the end of your recovery phase, pay {B}{B}. If you don't, banish this card.
Black Magnetic Field	1	EN1-180	Addition: Field		[b][b][3]	5			Darkness	R	[Continuous] Non-dark resonators cannot attack unless the controller of that resonator rests another resonator or magic stone in his or her field.
Mark of Binding	1	EN1-181	Addition: Resonator		[b]	1			Darkness	C	[Break] Add this on target resonator. <br />[Continuous] Resonator with this gains [-400/-400].
Oath of Dead	1	EN1-182	Addition: Resonator		[b][1]	2			Darkness	R	Choose a resonator in your graveyard, put it into your field and add this card on it. <br />[Continuous] When this card leaves a field, destroy the resonator put into a field by the ability of this card. <br />[Continuous] Resonator with this gains [-200/-200].
Oath of Dark Night	1	EN1-183	Spell	Chant	[b]	1			Darkness	U	[Break] Draw a card from your main deck. <br />You lose 400 life. Produce {B}{B}{B}. You cannot play [Oath of Dark Night] for the rest of the game.
Shriek of the Dead	1	EN1-184	Spell	Chant	[b][1]	2			Darkness	U	[Break] Target player discards a card from his or her hand. <br />Target player chooses a card in his or her hand at random and discards it.
Black Sun	1	EN1-185	Spell	Chant	[b][b][3]	5			Darkness	R	Put all cards in all magic stone areas on the bottom of their owner's magic stone decks. (Each owner chooses the order of the cards.)
Kiss of Death	1	EN1-186	Spell	Chant - Instant	[b][1]	2			Darkness	U	[Break] Destroy target resonator. <br />Destroy target non-{Light} resonator.
Ghost's Beckoning	1	EN1-187	Spell	Chant - Standby	[b][1]	2			Darkness	C	[Break] Destroy target resonator. <br />[Trigger] During the end phase of a turn where your resonator has been destroyed: Destroy target resonator.
Black Order	1	EN1-188	Spell	Chant - Standby	[b][b]	2			Darkness	C	[Break] Target player discards a card from his or her hand. <br />[Trigger] When a player draws a card: Discard the drawn card.
Fake Wall	1	EN1-189	Resonator	Gimmick		0	0	400	Void	C	
Bomber Gimmick	1	EN1-190	Resonator	Gimmick	[3]	3	600	200	Void	C	[Explode]
Blast Gimmick	1	EN1-191	Resonator	Gimmick	[3]	3	400	200	Void	U	[Activate] Pay {2}, banish this card: This card deals 400 damage to target resonator or player. This ability can be activated only once per turn.
Healing Gimmick	1	EN1-192	Resonator	Gimmick	[3]	3	200	600	Void	U	[Activate] Pay {2}, banish this card: You gain 500 life.
Gimmick Mimic	1	EN1-193	Resonator	Gimmick	[4]	4	200	200	Void	U	[Continuous] As long as this card is in your field, rulers cannot do judgement.
Flying Gimmick	1	EN1-194	Resonator	Gimmick	[4]	4	500	500	Void	C	[Flying]
Sting Gimmick	1	EN1-195	Resonator	Gimmick	[5]	5	1000	400	Void	U	[Pierce]
Gimmick Golem	1	EN1-196	Resonator	Gimmick	[6]	6	1000	1000	Void	R	[Activate] Pay {2}, let this card gain [-200/-200] until end of turn: This card gains [Flying], [Pierce], [Explode], or [Target Attack] until end of turn.
Circle of Nullify	1	EN1-197	Addition: Ruler/J-Ruler		[3]	3			Void	U	[Break] Put this card into your hand. <br />[Continuous] As you add this, choose an ability of the ruler. That ruler loses the ability. You cannot choose [J-Activate] with this. <br />[Continuous] As you add this, choose an ability of the J-ruler. That J-ruler loses the ability.
Resolute Will	1	EN1-198	Spell	Chant - Instant	[3]	3			Void	U	[Break] Draw a card from your main deck. <br />Cancel target spell that targets a J-ruler.
Second Chance	1	EN1-199	Spell	Chant - Instant	[3]	3			Void	C	[Break] Draw a card from your main deck. <br />Cancel target judgement. Your opponent cannot do judgement again this turn. The cost paid for the judgement is returned as though it was not paid.
Recycle	1	EN1-200	Spell	Chant - Instant	[3]	3			Void	U	[Break] Destroy target resonator without any attribute cost. <br />Destroy target resonator or addition without any attribute. Controller of that card may draw a card from his or her main deck.
Bind Trap	1	EN1-201	Spell	Chant - Standby	[2]	2			Void	C	[Break] Put this card into your chant-standby area face up. <br />[Trigger] When a J-ruler attacked: Battle damage dealt by J-ruler becomes 0 until end of turn.
Light Magic Stone	1	EN1-202	Magic Stone							C	[Activate] {Rest}: Produce {W}.
Fire Magic Stone	1	EN1-203	Magic Stone							C	[Activate] {Rest}: Produce {R}.
Water Magic Stone	1	EN1-204	Magic Stone							C	[Activate] {Rest}: Produce {U}.
Wind Magic Stone	1	EN1-205	Magic Stone							C	[Activate] {Rest}: Produce {G}.
Darkness Magic Stone	1	EN1-206	Magic Stone							C	[Activate] {Rest}: Produce {B}.
Artemis, the Goddess of Hunt	2	EN2-062	Resonator	Deity	[g][g][2]	4	600	600	Wind	R	[Target Attack] <br />[Continuous] During battle phase, this card cannot be dealt any battle damage from [Race:Beast] or [Race:Divine Beast] resonators. At the end of battle phase, destroy target [Race:Beast] or [Race:Divine Beast] resonator that this card battled.
